root_cause_id,scenario_id,answer,fault_type_cn,root_cause_description,suggested_action,mean_rsrp,mean_sinr,mean_throughput_mbps,mean_rb_num,mean_gps_speed_kmh
RC_ID_8HAZ449WJY,ID_8HAZ449WJY,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.834,6.994,573.572,210.996,15.1
RC_ID_GMS5N8SXP6,ID_GMS5N8SXP6,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.069,20.49,626.152,206.223,15.3
RC_ID_0H6PNISE3Q,ID_0H6PNISE3Q,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-79.556,6.048,628.547,205.43,19.4
RC_ID_HPZOZNNLTG,ID_HPZOZNNLTG,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.614,21.24,711.739,204.145,18.9
RC_ID_FRU1N6BWV5,ID_FRU1N6BWV5,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-79.114,16.424,681.703,187.845,20.2
RC_ID_FNLW71K3IV,ID_FNLW71K3IV,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-86.102,20.043,1046.115,210.023,24.1
RC_ID_WG4TQ0CHHA,ID_WG4TQ0CHHA,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-73.01,9.386,989.462,207.829,16.4
RC_ID_MHDRLFT7E7,ID_MHDRLFT7E7,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.336,4.393,749.774,209.254,30.3
RC_ID_OIQNETJ0OG,ID_OIQNETJ0OG,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.311,5.908,628.991,199.476,21.8
RC_ID_I8OT3DRM4Z,ID_I8OT3DRM4Z,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-85.311,10.097,528.365,202.627,17.2
RC_ID_OVOQTCLBIV,ID_OVOQTCLBIV,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.573,9.209,813.177,208.261,21.6
RC_ID_DFYARKWXCG,ID_DFYARKWXCG,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.522,7.411,1112.746,208.063,20.3
RC_ID_BU42H8TY3K,ID_BU42H8TY3K,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-73.564,23.042,1157.858,210.818,31.8
RC_ID_ZUZ2XQ11B3,ID_ZUZ2XQ11B3,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-84.909,11.824,665.507,210.472,19.5
RC_ID_VC1MFPLLB8,ID_VC1MFPLLB8,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.465,9.302,671.507,191.364,19.4
RC_ID_O2AGCH06Y4,ID_O2AGCH06Y4,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.569,19.556,613.755,205.142,20.9
RC_ID_3S2LKZK2N2,ID_3S2LKZK2N2,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.24,13.214,607.955,209.886,39.4
RC_ID_D9ZTNVUGUZ,ID_D9ZTNVUGUZ,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.135,7.503,648.458,202.915,18
RC_ID_4J14EQG3F8,ID_4J14EQG3F8,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.663,5.5,676.208,162.3975,23.1
RC_ID_8GMZ9J51P2,ID_8GMZ9J51P2,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.205,4.352,832.664,209.327,23.9
RC_ID_HLDZPASCTI,ID_HLDZPASCTI,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-80.904,7.801,579.148,165.014,22.5
RC_ID_OLVAIRCK04,ID_OLVAIRCK04,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.757,22.611,718.047,205.682,23.6
RC_ID_KFTG4D2EH9,ID_KFTG4D2EH9,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-79.226,11.551,772.02,202.32,19.5
RC_ID_WFKPIMBZR9,ID_WFKPIMBZR9,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-81.881,13.581,730.047,203.066,25.4
RC_ID_4G9E1VBZZC,ID_4G9E1VBZZC,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.897,15.118,718.718,168.3625,19.5
RC_ID_J9CD4DLIXE,ID_J9CD4DLIXE,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.355,12.058,847.792,207.317,17.4
RC_ID_C32OA0GPT3,ID_C32OA0GPT3,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.96,0.419,746.006,207.131,14
RC_ID_CY1QJI4P03,ID_CY1QJI4P03,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-81.348,14.715,754.998,203.794,14.7
RC_ID_0DIK9LFEZJ,ID_0DIK9LFEZJ,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-75.709,6.382,722.88,202.13,32.6
RC_ID_0PEBK2F5BM,ID_0PEBK2F5BM,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-81.614,11.942,1123.845,204.858,25.8
RC_ID_0TWKI43WVS,ID_0TWKI43WVS,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.859,21.027,861.719,202.807,17
RC_ID_43DG4BLAGE,ID_43DG4BLAGE,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.437,4.12,712.502,205.222,27.2
RC_ID_LODEG0U225,ID_LODEG0U225,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-75.092,11.474,760.12,202.447,21.5
RC_ID_NBP0OG5LN2,ID_NBP0OG5LN2,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-81.633,7.339,1157.095,206.768,18.9
RC_ID_0QR5G8EJQV,ID_0QR5G8EJQV,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.614,11.942,1123.845,204.858,25.8
RC_ID_I0WGX0GSRI,ID_I0WGX0GSRI,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-87.28,24.689,607.998,201.457,32.7
RC_ID_G87LK9B15V,ID_G87LK9B15V,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-71.707,13.834,785.797,201.168,17.7
RC_ID_MIFP511FMQ,ID_MIFP511FMQ,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.214,3.204,631.877,204.518,22.2
RC_ID_S523FXBSTX,ID_S523FXBSTX,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.242,17.615,1023.36,205.525,17.9
RC_ID_L8YMKP4W9T,ID_L8YMKP4W9T,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.921,15.846,1015.547,211.006,23.5
RC_ID_5S0VFLN5ZD,ID_5S0VFLN5ZD,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.135,7.503,608.458,202.915,34
RC_ID_D19PI38QSJ,ID_D19PI38QSJ,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-79.226,11.551,732.02,202.32,19.5
RC_ID_DCMCG8AH2U,ID_DCMCG8AH2U,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.977,5.046,557.125,202.529,35.1
RC_ID_ZNUHYN6AUA,ID_ZNUHYN6AUA,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-80.714,9.854,633.787,203.575,37.6
RC_ID_KA50SPPZC1,ID_KA50SPPZC1,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.714,9.854,633.787,203.575,21.6
RC_ID_B87U4G1OZU,ID_B87U4G1OZU,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-85.383,13.015,843.923,209.476,23.1
RC_ID_4IBJNP1PW3,ID_4IBJNP1PW3,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-86.124,22.484,733.184,199.456,19.2
RC_ID_WGO9KW4HLB,ID_WGO9KW4HLB,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-78.592,11.474,720.12,202.447,21.5
RC_ID_D2M6NP2UFR,ID_D2M6NP2UFR,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.828,26.219,807.398,210.648,23.1
RC_ID_RH0KWM8ART,ID_RH0KWM8ART,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.248,-2.708,664.175,205.828,24.8
RC_ID_A1H1ULXAAQ,ID_A1H1ULXAAQ,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.541,21.489,1014.869,168.928,17.7
RC_ID_MQOXVO6GUT,ID_MQOXVO6GUT,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.858,17.125,717.899,196.54,17.1
RC_ID_TBVEY9W0HS,ID_TBVEY9W0HS,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.237,1.741,770.911,207.137,26.3
RC_ID_WVHU54DF9Y,ID_WVHU54DF9Y,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.896,18.042,854.066,163.8605,16.2
RC_ID_GO348T0JIR,ID_GO348T0JIR,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.909,11.824,665.507,210.472,19.5
RC_ID_H2SYWVEA6Z,ID_H2SYWVEA6Z,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-80.377,23.108,957.78,189.211,34.4
RC_ID_G7I1QO2TO5,ID_G7I1QO2TO5,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-80.007,6.604,764.331,165.9945,21.6
RC_ID_NHBLTX62JF,ID_NHBLTX62JF,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-82.455,7.245,625.553,193.219,21.2
RC_ID_RU45XYW3FM,ID_RU45XYW3FM,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.385,22.681,892.412,167.404,18.2
RC_ID_9YXETT61IK,ID_9YXETT61IK,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.859,21.027,861.719,202.807,17
RC_ID_Z35E0ET8QW,ID_Z35E0ET8QW,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-85.281,7.62,1010.785,208.125,19.9
RC_ID_IVM4QVQ6XM,ID_IVM4QVQ6XM,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-81.72,8.478,684.22,210.169,21.9
RC_ID_4END79B2KW,ID_4END79B2KW,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-81.372,8.922,657.052,208.385,20.1
RC_ID_3FLY60DLJ1,ID_3FLY60DLJ1,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.666,24.717,724.066,204.859,16.7
RC_ID_4KL6BITOZW,ID_4KL6BITOZW,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.1,5.853,658.36,207.149,13.6
RC_ID_2WJ7HA3EF1,ID_2WJ7HA3EF1,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-79.43,2.42,654.077,203.041,25.4
RC_ID_POQXQ693KP,ID_POQXQ693KP,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-89.318,21.079,583.29,202.937,16.8
RC_ID_76G7VHSY82,ID_76G7VHSY82,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.569,19.556,573.755,205.142,20.9
RC_ID_7FKIJKF3JR,ID_7FKIJKF3JR,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.384,10.13,836.558,204.144,24
RC_ID_PM78O5BY7C,ID_PM78O5BY7C,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.388,8.217,666.702,210.186,16.8
RC_ID_IXHVRWUJ8L,ID_IXHVRWUJ8L,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.028,10.629,845.537,206.235,17.1
RC_ID_GG6DWXM4GT,ID_GG6DWXM4GT,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-73.134,11.721,1059.551,209.389,20.7
RC_ID_AFA57BY6E2,ID_AFA57BY6E2,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.281,7.62,1010.785,208.125,19.9
RC_ID_KYEXR685B7,ID_KYEXR685B7,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.596,10.274,976.798,208.951,43.6
RC_ID_FMDVTGQDBS,ID_FMDVTGQDBS,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-81.983,21.996,675.245,201.67,25
RC_ID_K84RTHB6M1,ID_K84RTHB6M1,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-78.654,11.049,742.967,207.088,20.2
RC_ID_92K1O0ES3Q,ID_92K1O0ES3Q,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-84.667,11.995,804.488,206.078,17.8
RC_ID_3NL82GM3MQ,ID_3NL82GM3MQ,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.796,3.05,596.576,200.702,9
RC_ID_CZ4OI6XBP8,ID_CZ4OI6XBP8,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.65,5.985,584.501,207.914,21.5
RC_ID_WM00OJJUE8,ID_WM00OJJUE8,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-77.544,3.404,595.219,192.578,18.8
RC_ID_6MQRIA62ED,ID_6MQRIA62ED,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-87.101,19.99,783.245,210.285,33.9
RC_ID_W4WA6PF4V0,ID_W4WA6PF4V0,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.315,9.431,527.424,201.188,15.7
RC_ID_SNNPR3YSKV,ID_SNNPR3YSKV,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.72,8.478,644.22,210.169,37.9
RC_ID_Y2PXZSRK3P,ID_Y2PXZSRK3P,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-85.923,22.619,607.395,191.326,22.4
RC_ID_98C1GYSCPQ,ID_98C1GYSCPQ,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.889,22.399,634.862,198.663,34.2
RC_ID_1PAIXWGSBR,ID_1PAIXWGSBR,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-80.307,4.617,695.162,204.344,20
RC_ID_V4T0PZD5CQ,ID_V4T0PZD5CQ,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.088,2.31,708.896,207.843,23.6
RC_ID_UHAZVXC9BK,ID_UHAZVXC9BK,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-70.403,18.25,807.827,202.343,23.7
RC_ID_IQL95B33TY,ID_IQL95B33TY,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-70.156,11.929,687.721,205.023,15.6
RC_ID_9KJVIBQS16,ID_9KJVIBQS16,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.627,17.571,1026.954,211.318,20.2
RC_ID_WQF9DUHG0P,ID_WQF9DUHG0P,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.856,6.631,562.645,204.191,16.3
RC_ID_HYBS2OA3HR,ID_HYBS2OA3HR,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.736,19.695,956.203,204.15,16.9
RC_ID_UY1GHFZ2A0,ID_UY1GHFZ2A0,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-82.88,8.054,1059.595,208.278,23.3
RC_ID_TB9OI9LIVX,ID_TB9OI9LIVX,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-77.731,13.586,776.388,203.638,23.4
RC_ID_HLYFG0PTAH,ID_HLYFG0PTAH,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.47,3.209,1134.975,203.801,16.6
RC_ID_151GXFYZ9R,ID_151GXFYZ9R,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-79.907,5.707,746.389,207.093,23.1
RC_ID_1JTYYHNFX2,ID_1JTYYHNFX2,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-80.762,8.207,834.292,206.91,37.2
RC_ID_OHBF60UH7P,ID_OHBF60UH7P,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-87.088,2.31,708.896,207.843,23.6
RC_ID_D3VQQTQC7E,ID_D3VQQTQC7E,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.708,9.801,961.856,167.9045,14.5
RC_ID_HGAKRPEM7M,ID_HGAKRPEM7M,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-84.724,8.065,545.317,204.409,18.3
RC_ID_LV4M808KRN,ID_LV4M808KRN,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.254,3.819,622.025,206.014,18.2
RC_ID_3R2G5AO3XW,ID_3R2G5AO3XW,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-75.696,6.118,698.528,205.135,21.6
RC_ID_1QXSH60TGK,ID_1QXSH60TGK,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.439,20.147,590.381,206.685,23.6
RC_ID_FFM57YB5G3,ID_FFM57YB5G3,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-85.873,21.799,629.779,200.125,15.9
RC_ID_H3VQE0ID81,ID_H3VQE0ID81,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-79.556,6.048,628.547,205.43,19.4
RC_ID_KYLHN3YCRF,ID_KYLHN3YCRF,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-80.162,11.968,682.371,199.943,23.2
RC_ID_X0WPEPLN5F,ID_X0WPEPLN5F,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-81.542,11.217,850.051,208.43,18.5
RC_ID_S9UE92GSKI,ID_S9UE92GSKI,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-79.409,15.828,755.768,202.074,21.8
RC_ID_O9W5VLLJ7R,ID_O9W5VLLJ7R,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-78.926,7.714,548.458,198.056,22.7
